Pianta,Sintomo_Visibile,Umidita,Temperatura,Ore_Luce,Diagnosi_Lab
Basilico,Nessuna,0.4957720359762988,22.31875186107602,6.861421338512231,Sano
Peperone,Foglie_Secche,0.15361535686929392,15.945355768986163,4.978538026861994,Stress_Idrico
Zucchina,Foglie_Arricciate,0.6724576834372931,26.779053686725604,5.020932645458411,Virosi
Rosa,Macchie_Fogliari,0.8959343956197761,31.766483068737223,5.1539801224029596,Ruggine
Rosa,Macchie_Fogliari,0.7279450228531085,30.98091053891743,11.750526362006248,Ruggine
Peperone,Macchie_Fogliari,0.8895728623096193,22.607448018451095,11.070672791457,Ruggine
Peperone,Foglie_Gialle,0.42875900653660837,30.76603722880528,9.093153738276335,Carenza_Ferro
Pomodoro,Macchie_Fogliari,0.81473730572758,24.424604999765094,11.599649304098003,Peronospora
Basilico,Nessuna,0.4001515852631109,21.700632392995736,9.423219524437812,Sano
Pomodoro,Marciume_Apicale,0.5479128917877204,31.41929724020673,11.73336350932563,Carenza_Calcio
Peperone,Macchie_Fogliari,0.7320303234723128,19.03698673576632,6.448672606937459,Peronospora
Menta,Ragnatele,0.3385401504697462,23.664449002042815,6.763821065827359,Ragnetto_Rosso
Pomodoro,Macchie_Fogliari,0.5943243592822047,20.887685402213805,9.997009668124182,Virosi
Zucchina,Foglie_Arricciate,0.7692069072503003,31.154871029431725,10.608935846956799,Virosi
Peperone,Nessuna,0.5661068052093133,21.03756269258134,6.599537364853346,Sano
Lattuga,Nessuna,0.45196333546866346,24.42752527107485,8.961430667741253,Sano
Rosa,Nessuna,0.47599641751897376,20.727553965245296,8.32746267004299,Sano
Zucchina,Macchie_Fogliari,0.7726110823657767,20.326779241410453,8.484181846698238,Virosi
Zucchina,Muffa_Bianca,0.7852044271253025,24.496812580543775,7.519061821534893,Oidio
Lattuga,Marciume_Apicale,0.4588474753340788,23.014322076995946,11.330796926399607,Carenza_Calcio
Fragola,Macchie_Fogliari,0.7246968480105364,18.603275641377934,10.053252128348909,Ruggine
Rosa,Macchie_Fogliari,0.6328022677406292,26.02428213154697,11.254233851728191,Ruggine
Rosa,Macchie_Fogliari,0.8981548537419951,34.12813159627096,7.5804486878811765,Ruggine
Rosa,Muffa_Bianca,0.8990062823712226,17.750696148542453,10.286206512202732,Oidio
Lattuga,Foglie_Secche,0.07878960952971305,17.50180501573324,4.524066819349398,Stress_Idrico
Peperone,Muffa_Bianca,0.6390469036575738,26.59619019945993,10.671676193368725,Oidio
Pomodoro,Nessuna,0.5513352648335388,24.849208195188424,7.850610404137143,Sano
Zucchina,Nessuna,0.4973071751306604,22.3378383035842,7.743085872487006,Sano
Menta,Ragnatele,0.28569383280876137,21.21327743969327,5.098573289857881,Ragnetto_Rosso
Peperone,Muffa_Bianca,0.7557529744669117,19.62440530159601,4.6013523998993175,Oidio
Peperone,Foglie_Secche,0.09990706060005763,25.006564881826755,8.0819428017382,Stress_Idrico
Rosa,Macchie_Fogliari,0.7974644055835335,22.216671902942583,5.577335859341385,Ruggine
Pomodoro,Nessuna,0.5076658807063266,23.004280433384427,6.800492759000856,Sano
Lattuga,Muffa_Bianca,0.8074791989834895,30.11176829493916,7.36683513753645,Botrite
Lattuga,Ragnatele,0.20982004888445144,24.19139473447302,9.881406317820282,Ragnetto_Rosso
Zucchina,Nessuna,0.5493961370106316,20.45168403531416,9.133385747232829,Sano
Lattuga,Foglie_Arricciate,0.5665488269816112,30.59923137584223,8.319878460462748,Virosi
Basilico,Nessuna,0.47765910636690767,22.58930316225508,8.167551934846706,Sano
Rosa,Macchie_Fogliari,0.8366591677388547,23.0829030862865,6.670247262552145,Ruggine
Peperone,Marciume_Apicale,0.5816401580023626,24.675876373304003,5.830978928380265,Carenza_Calcio
Pomodoro,Marciume_Apicale,0.5719274606265722,32.71644442747368,9.33407115355403,Carenza_Calcio
Fragola,Macchie_Fogliari,0.6314503894029883,23.0498655848123,8.386575924087449,Ruggine
Peperone,Marciume_Apicale,0.5410226097088274,34.27766519405739,4.649793318143566,Carenza_Calcio
Menta,Macchie_Fogliari,0.730608179460395,27.746155235763432,9.199840396650998,Ruggine
Zucchina,Macchie_Fogliari,0.6256036109556283,21.1718291109896,10.779204779980374,Virosi
Menta,Ragnatele,0.24703906414052587,21.507783896112553,6.179364928508644,Ragnetto_Rosso
Rosa,Nessuna,0.5129367052418752,21.88752958409917,8.219321863322872,Sano
Lattuga,Muffa_Bianca,0.8690804399879788,25.309163583382954,7.203891175407108,Botrite
Rosa,Macchie_Fogliari,0.8687952188546376,34.97916629513277,7.4822762183668505,Ruggine
Zucchina,Muffa_Bianca,0.8376300991209361,18.879432659718816,10.995180828369246,Oidio
Pomodoro,Nessuna,0.5565962763291277,22.542816746465885,9.890255052275387,Sano
Fragola,Macchie_Fogliari,0.7525423573170792,32.370854630214126,6.332591998241325,Ruggine
Basilico,Foglie_Secche,0.15105316680384157,24.361442354037184,10.505220805169769,Stress_Idrico
Rosa,Macchie_Fogliari,0.6082872902473035,18.436605219378162,6.175469798931759,Ruggine
Lattuga,Nessuna,0.556857436990653,20.099179182963383,9.488092017375909,Sano
Basilico,Macchie_Fogliari,0.7451902992445674,16.24123749637193,5.530600618239639,Peronospora
Pomodoro,Nessuna,0.48395841809500956,22.623151902135486,9.688969034224357,Sano
Rosa,Nessuna,0.5484826899683994,23.503132764074397,9.975519110533822,Sano
Peperone,Nessuna,0.49537935550962203,23.78330850953665,9.125931756628667,Sano
Basilico,Foglie_Secche,0.2066113606650948,20.70525269631861,8.60515926126094,Stress_Idrico
Zucchina,Foglie_Arricciate,0.4852934530282708,21.215397531345985,10.965351701906986,Virosi
Rosa,Ragnatele,0.3191196141666219,26.038750590706986,4.319849977489028,Ragnetto_Rosso
Rosa,Nessuna,0.5278765802738783,23.653133216565763,9.978020890625977,Sano
Lattuga,Muffa_Bianca,0.7226758248242184,25.845049704103015,7.94470263021306,Oidio
Menta,Macchie_Fogliari,0.8622266064350081,15.197203878444371,8.16980112862771,Ruggine
Lattuga,Marciume_Apicale,0.42895813696503693,16.67273294443245,9.5469910225504,Carenza_Calcio
Zucchina,Muffa_Bianca,0.6338320885892972,31.610203826638184,7.781162242032244,Oidio
Basilico,Foglie_Gialle,0.6979966853589774,22.58895619671177,4.592353391051304,Afidi
Peperone,Muffa_Bianca,0.811715639327443,24.522561241274257,6.084607642982722,Oidio
Fragola,Macchie_Fogliari,0.6467114661961089,26.487242514680435,4.1820607826339256,Ruggine
Rosa,Macchie_Fogliari,0.8875611320634247,28.90731612911458,10.182749187139457,Ruggine
Rosa,Macchie_Fogliari,0.606130701773134,23.436687637056508,9.521901952271046,Ruggine
Lattuga,Foglie_Arricciate,0.3217632904774754,34.773692675491674,11.04192920734686,Afidi
Lattuga,Macchie_Fogliari,0.8482680659192585,27.658128644770276,4.377748466579702,Peronospora
Fragola,Macchie_Fogliari,0.639675055019178,34.032470861232284,4.436934212763395,Ruggine
Rosa,Ragnatele,0.3632704673707834,33.75893887319606,6.199326448892102,Ragnetto_Rosso
Lattuga,Marciume_Apicale,0.4799524152170568,16.36015781507461,9.750468375823022,Carenza_Calcio
Rosa,Ragnatele,0.329772973185955,24.1777606882778,4.092752672989648,Ragnetto_Rosso
Fragola,Macchie_Fogliari,0.8687896060079346,33.93919708585708,9.971782871869358,Ruggine
Rosa,Ragnatele,0.2077547594470489,25.12324015617808,10.31666014609746,Ragnetto_Rosso
Peperone,Ragnatele,0.25925743547717944,22.267861696197706,10.547834781583749,Ragnetto_Rosso
Peperone,Macchie_Fogliari,0.835688519613713,20.930911792231317,9.509187573598046,Peronospora
Zucchina,Nessuna,0.4734481610833343,20.668451806027566,7.5616901950490565,Sano
Peperone,Marciume_Apicale,0.49818812922878986,33.41421685760879,5.926519551103772,Carenza_Calcio
Rosa,Macchie_Fogliari,0.831810830224029,26.67371306508838,5.042943195319782,Ruggine
Pomodoro,Marciume_Apicale,0.5463475601566941,28.0431262433443,6.798938077667446,Carenza_Calcio
Zucchina,Nessuna,0.43011965559406806,21.108064412783172,7.098860553469981,Sano
Pomodoro,Marciume_Apicale,0.524258148173057,16.016391383026768,10.993558269524481,Carenza_Calcio
Menta,Ragnatele,0.29654339063586865,26.97290716028347,7.857314348321439,Ragnetto_Rosso
Peperone,Marciume_Apicale,0.48212387734706513,23.277533267280422,7.3052874602668805,Carenza_Calcio
Lattuga,Muffa_Bianca,0.7097521654902651,32.64210456073319,6.662135357876114,Botrite
Lattuga,Foglie_Gialle,0.5869406932837139,22.503661065553608,7.314688555023341,Afidi
Zucchina,Muffa_Bianca,0.6919954264637788,28.030959163145106,9.605954519378887,Oidio
Pomodoro,Foglie_Arricciate,0.543100640911846,31.792194643229156,4.3175585970174,Virosi
Pomodoro,Marciume_Apicale,0.5119926862625349,19.60049030638073,9.623001804736562,Carenza_Calcio
Lattuga,Nessuna,0.5006875355900142,22.199690723421348,8.891298909216129,Sano
Basilico,Macchie_Fogliari,0.8835532815398505,29.485259159105915,4.854864919765149,Peronospora
Pomodoro,Macchie_Fogliari,0.5461673171218193,20.444995142335642,7.800920477246896,Virosi
Basilico,Macchie_Fogliari,0.7227985739242127,30.27657647150312,8.243582175101162,Peronospora
Menta,Macchie_Fogliari,0.6768839256121713,34.01356932151859,8.079124587796933,Ruggine
Peperone,Foglie_Arricciate,0.3716973159821155,22.28614119912541,5.626719654519957,Afidi
Peperone,Ragnatele,0.3214374520887733,28.336582860754323,7.986178866607286,Ragnetto_Rosso
Rosa,Nessuna,0.4188715474902218,22.109671724486986,6.931425675060138,Sano
Zucchina,Nessuna,0.5451423104202678,20.26581806707175,8.089105703597358,Sano
Fragola,Muffa_Bianca,0.6761399821291739,16.51269538194174,4.042494088568807,Botrite
Fragola,Macchie_Fogliari,0.6650916818007654,25.491271358158194,4.625680083037077,Ruggine
Pomodoro,Macchie_Fogliari,0.736483148317652,28.113633893339433,6.840654051670182,Virosi
Zucchina,Foglie_Arricciate,0.6803298603921115,33.36337086064651,4.260788560201306,Virosi
Rosa,Nessuna,0.42782314906696695,20.85556945075519,8.851667077369079,Sano
Rosa,Nessuna,0.4760939331349117,21.951392291091377,9.77181353114743,Sano
Peperone,Ragnatele,0.3632320408331863,26.315322172905894,8.269336500873681,Ragnetto_Rosso
Basilico,Foglie_Secche,0.1535440811734711,32.34707586090894,7.201430970458703,Stress_Idrico
Lattuga,Marciume_Apicale,0.5201239130278752,33.80988479377062,5.5006772944165805,Carenza_Calcio
Basilico,Foglie_Gialle,0.6153623131876934,19.27831139277969,11.910592344209386,Afidi
Basilico,Foglie_Arricciate,0.681496273344637,34.02160868705769,8.361064645382491,Afidi
Fragola,Macchie_Fogliari,0.6429817123198802,31.707847177072207,9.782200006002803,Ruggine
Fragola,Nessuna,0.5589903915058209,20.81483140126874,7.7540532096258925,Sano
Rosa,Macchie_Fogliari,0.8923805893397813,20.886430117728548,6.678150795116378,Ruggine
Pomodoro,Macchie_Fogliari,0.82840350008497,21.632377799532506,4.900953665359992,Peronospora
Peperone,Muffa_Bianca,0.8235312705833746,34.07200147377854,9.167058373005151,Oidio
Basilico,Foglie_Secche,0.15147168724113377,23.699226797023407,7.648438469412458,Stress_Idrico
Peperone,Foglie_Arricciate,0.5726303869493893,32.72976776215644,8.978506850666362,Virosi
Lattuga,Foglie_Gialle,0.6642834762868599,24.4563834965998,5.929111999975387,Carenza_Ferro
Fragola,Muffa_Bianca,0.7873544735907821,28.267329230829912,4.1778863388737335,Botrite
Pomodoro,Macchie_Fogliari,0.7748930504451034,27.966700482215877,9.719246364822101,Peronospora
Zucchina,Muffa_Bianca,0.8242647064140024,33.739102374029606,9.99201561401501,Oidio
Basilico,Nessuna,0.596406670454263,21.53468224795097,9.773981500820629,Sano
Basilico,Nessuna,0.4220762701576108,21.816536890152793,9.498047087009345,Sano
Zucchina,Nessuna,0.541645293996546,24.234485876081642,7.567254171045011,Sano
Lattuga,Nessuna,0.43942885061002396,22.85584977892994,8.072626124168371,Sano
Peperone,Nessuna,0.4695489788510216,21.227987418244936,8.710804795841666,Sano
Fragola,Nessuna,0.5040255298676145,23.631559189361816,9.941364541840395,Sano
Menta,Ragnatele,0.27468498875537817,31.16430878243294,9.924184486089981,Ragnetto_Rosso
Peperone,Ragnatele,0.3091912540860048,27.690087403240568,7.818380504619767,Ragnetto_Rosso
Rosa,Muffa_Bianca,0.8096567173461958,33.768042985915855,6.188834891112694,Oidio
Lattuga,Ragnatele,0.3467231870909522,15.602813914250868,9.326433254676099,Ragnetto_Rosso
Fragola,Muffa_Bianca,0.8755742508702962,17.080138961058072,9.418718713640033,Botrite
Menta,Macchie_Fogliari,0.6564978973214025,18.18976023136579,10.940718669501088,Ruggine
Lattuga,Nessuna,0.4900173967646363,23.899464796433094,7.611185165680423,Sano
Peperone,Ragnatele,0.38440016065464355,29.03335679432496,6.115087720671608,Ragnetto_Rosso
Menta,Macchie_Fogliari,0.8217759434044002,19.072086545903883,4.441374403345119,Ruggine
Peperone,Macchie_Fogliari,0.8342281016600723,24.96814813291447,5.6143096285271845,Ruggine
Rosa,Nessuna,0.553693485614352,20.447034893304235,8.560810474570113,Sano
Rosa,Macchie_Fogliari,0.6952952835414237,15.68348456806698,8.539286222529052,Ruggine
Pomodoro,Macchie_Fogliari,0.5405269641248278,17.363411411643167,11.77351297153753,Virosi
Lattuga,Nessuna,0.5187338725045022,22.77575013901053,8.928354555893929,Sano
Peperone,Macchie_Fogliari,0.8660508412719783,19.94397049920263,9.940363692707916,Peronospora
Fragola,Macchie_Fogliari,0.7978354340971141,15.921293309196132,4.164628711172068,Ruggine
Fragola,Macchie_Fogliari,0.8279956054280228,26.00123332594424,4.538903154021245,Ruggine
Rosa,Ragnatele,0.37141635716513943,33.45115952796371,11.36743594221272,Ragnetto_Rosso
Menta,Macchie_Fogliari,0.8355464243712658,29.435396641690925,11.078117280593073,Ruggine
Lattuga,Muffa_Bianca,0.8281128517384709,22.87157139616189,6.127584407673958,Oidio
Fragola,Muffa_Bianca,0.6678870775411974,17.751804387107125,9.168488257561833,Botrite
Menta,Macchie_Fogliari,0.772209618887159,31.99399323272486,7.04261384667597,Ruggine
Fragola,Muffa_Bianca,0.7855966393655058,27.743339609982584,10.94859570699495,Botrite
Rosa,Muffa_Bianca,0.8072590132533741,34.70634402389056,10.153298325177289,Oidio
Menta,Nessuna,0.4037052178053454,24.959938749563804,8.56694751516821,Sano
Rosa,Muffa_Bianca,0.812994888592832,15.874083623197734,9.554150156942793,Oidio
Rosa,Nessuna,0.5995039714183452,24.67880593130576,9.679662692206984,Sano
Basilico,Foglie_Secche,0.1841487087366296,23.20671091196597,6.504433905848078,Stress_Idrico
Lattuga,Nessuna,0.49552981067643753,22.05857618998967,6.594315356920714,Sano
Rosa,Macchie_Fogliari,0.8982787665016725,18.634960695245688,10.200085538298694,Ruggine
Basilico,Foglie_Arricciate,0.6775229833354728,33.445898492106295,11.299070966192936,Afidi
Pomodoro,Macchie_Fogliari,0.7516453485781092,22.70931861054158,8.757802990595922,Peronospora
Lattuga,Foglie_Secche,0.1389907453181022,32.485462853804535,4.408468722108798,Stress_Idrico
Peperone,Nessuna,0.4649751607147375,24.026019526784975,7.897235713185507,Sano
Menta,Ragnatele,0.27033410046312806,30.069577214765886,11.639260790850887,Ragnetto_Rosso
Fragola,Muffa_Bianca,0.819632381245505,21.48890841624234,7.021432176109223,Botrite
Rosa,Macchie_Fogliari,0.6444741562779954,18.01542215340359,9.998077128076034,Ruggine
Peperone,Macchie_Fogliari,0.7581537841840912,27.487422089528657,10.912347663319377,Virosi
Basilico,Nessuna,0.4262192802015298,23.02481716148936,8.841015312171475,Sano
Fragola,Nessuna,0.4909397178956108,22.647781789580364,8.227904205160632,Sano
Basilico,Macchie_Fogliari,0.7480202201701742,16.702172666444195,7.070029719729162,Peronospora
Peperone,Foglie_Secche,0.02715776805555351,15.860941565917086,7.265352942780913,Stress_Idrico
Fragola,Muffa_Bianca,0.7814915028150681,27.30489434006809,5.001421610730048,Botrite
Zucchina,Foglie_Arricciate,0.7859148557417929,15.86540452554117,4.302680861115188,Virosi
Pomodoro,Nessuna,0.4758290384448991,20.48968302326791,9.186256742626382,Sano
Zucchina,Macchie_Fogliari,0.6824389796293187,32.209690998916855,10.357004213193637,Virosi
Rosa,Macchie_Fogliari,0.7929181114651712,22.996649837259948,7.497806563999126,Ruggine
Pomodoro,Macchie_Fogliari,0.706243581359643,27.959769431282666,8.26735245155154,Peronospora
Lattuga,Macchie_Fogliari,0.8090652059319995,16.290844172342574,7.922519792029808,Peronospora
Pomodoro,Nessuna,0.44033562341914856,21.0889154191051,6.467229019526208,Sano
Pomodoro,Nessuna,0.5902348968160651,24.60893883145353,8.557697486326601,Sano
Rosa,Muffa_Bianca,0.8735802023578403,16.88961926478738,11.954710141137056,Oidio
Fragola,Muffa_Bianca,0.6379927386714517,17.86067815072942,5.420717125427988,Botrite
Menta,Macchie_Fogliari,0.6205171414879618,15.215289622685301,9.420672848754716,Ruggine
Lattuga,Foglie_Gialle,0.6042571860896142,21.023301119457688,7.799688302460377,Carenza_Ferro
Basilico,Nessuna,0.420195803828767,22.00343817235899,8.21759765726355,Sano
Menta,Macchie_Fogliari,0.8593680695044454,17.445491767955506,7.75467231194424,Ruggine
Rosa,Nessuna,0.4207587953007218,23.136919792338222,8.246312632865882,Sano
Fragola,Macchie_Fogliari,0.7009365040660427,28.140713237124224,8.556933620000947,Ruggine
Pomodoro,Nessuna,0.4753015878927699,20.20530474891001,8.541504551380909,Sano
Fragola,Muffa_Bianca,0.7872918778300209,24.858121231617396,7.580291085936324,Botrite
Menta,Ragnatele,0.2524264164774496,15.065763860503454,5.714684124803765,Ragnetto_Rosso
Lattuga,Macchie_Fogliari,0.8433500740202157,16.151751505969138,6.214125741304954,Peronospora
Lattuga,Macchie_Fogliari,0.8201489127007913,32.46578763424388,4.935687501708003,Peronospora
Pomodoro,Nessuna,0.4673756214691622,20.244706956121224,6.587648078815754,Sano
Pomodoro,Macchie_Fogliari,0.7825311435669765,27.95159201948423,7.869077834405534,Peronospora
Menta,Ragnatele,0.3596688311911886,32.38087178281313,6.279083770146873,Ragnetto_Rosso
Pomodoro,Foglie_Arricciate,0.7854402842421081,25.243461956804133,9.464070001477726,Virosi
Menta,Macchie_Fogliari,0.6685634213683869,23.637664722579984,5.942120613009927,Ruggine
Lattuga,Foglie_Arricciate,0.6834144751424767,29.14694718017082,5.117305325817908,Afidi
Fragola,Macchie_Fogliari,0.8270823255537911,17.1589001288329,7.170653121195336,Ruggine
Fragola,Macchie_Fogliari,0.7544853714522958,28.253935081469837,6.597654867293467,Ruggine
Pomodoro,Foglie_Arricciate,0.606301566725242,15.98109188122165,6.380528923462256,Virosi
Peperone,Marciume_Apicale,0.5092362205203416,23.39186935004983,4.930364577897568,Carenza_Calcio
Lattuga,Nessuna,0.4877136079037634,21.708245083390285,9.5709319523332,Sano
Peperone,Marciume_Apicale,0.4662750304018618,17.929814175703797,6.7949144517564015,Carenza_Calcio
Fragola,Muffa_Bianca,0.7967487901125541,32.704508938271005,8.06461098351047,Botrite
Zucchina,Foglie_Arricciate,0.6229952865139031,24.78748833438992,6.756720685386353,Virosi
Basilico,Macchie_Fogliari,0.7262622955862879,25.206046103519057,8.396621683596539,Peronospora
Lattuga,Muffa_Bianca,0.8937531979492773,32.53318782786727,5.953533391959149,Botrite
Menta,Nessuna,0.41248744447942365,24.348530595154884,8.108012760893104,Sano
Rosa,Nessuna,0.5135035965847843,24.890432794573677,8.814998561882788,Sano
Zucchina,Macchie_Fogliari,0.7102401509647466,29.339682141595613,9.340128094268625,Virosi
Menta,Ragnatele,0.34392754694427524,32.67333973911411,9.417036339198924,Ragnetto_Rosso
Rosa,Muffa_Bianca,0.6893349116289961,19.69529386281639,8.031337329185412,Oidio
Lattuga,Foglie_Gialle,0.4269127557943622,19.462195526293602,4.3046525820496555,Carenza_Ferro
Peperone,Muffa_Bianca,0.7513208972503276,23.06119748133358,9.71897694372091,Oidio
Zucchina,Muffa_Bianca,0.632723983719864,20.504536519566727,11.0827878648666,Oidio
Zucchina,Muffa_Bianca,0.6985070587124884,28.799169511632876,5.645410811769257,Oidio
Basilico,Nessuna,0.4902456285931144,24.39965158772931,9.119983456301423,Sano
Basilico,Foglie_Secche,0.29684193683289606,25.626879339802073,7.857619431048728,Stress_Idrico
Lattuga,Ragnatele,0.3132674951902181,24.95369062438111,10.46043546322094,Ragnetto_Rosso
Peperone,Foglie_Gialle,0.506967217208218,33.63485041290104,9.536652595744727,Carenza_Ferro
Lattuga,Macchie_Fogliari,0.8419788298112658,22.3860877517964,9.578065870796156,Peronospora
Fragola,Nessuna,0.4701832101283643,24.898939945210525,8.73224248135843,Sano
Pomodoro,Nessuna,0.4937382338254244,20.477915581374624,9.530955585493494,Sano
Zucchina,Muffa_Bianca,0.6091804992494868,24.10026896981571,11.962639620585602,Oidio
Rosa,Ragnatele,0.2354488988930014,26.261957313068688,5.79090134333857,Ragnetto_Rosso
Peperone,Marciume_Apicale,0.5475911980200461,20.64716988243127,11.192747541392485,Carenza_Calcio
Fragola,Muffa_Bianca,0.6100034239156974,31.50950088078445,6.089455743733441,Botrite
Pomodoro,Marciume_Apicale,0.4763416864007586,27.717112832310676,11.884726208631033,Carenza_Calcio
Fragola,Nessuna,0.5422879301913291,20.824604815268092,8.263070839977892,Sano
Menta,Macchie_Fogliari,0.6701169069371449,30.680936890145986,4.5281945756057915,Ruggine
Zucchina,Nessuna,0.4305557230841878,21.873497001480214,7.476818632441521,Sano
Menta,Ragnatele,0.302890886012318,20.391136041874184,10.43119510551588,Ragnetto_Rosso
Pomodoro,Marciume_Apicale,0.5685408295046703,28.668299525956712,11.010667701176057,Carenza_Calcio
Rosa,Nessuna,0.5944819755788759,20.593254222834826,9.722484411606679,Sano
Basilico,Macchie_Fogliari,0.706957790972373,28.703192353414536,7.083417535455064,Peronospora
Rosa,Nessuna,0.49373656352895046,23.83301778168165,7.17821277635751,Sano
Fragola,Macchie_Fogliari,0.7070713517587325,21.468048320393777,9.883052861277038,Ruggine
Basilico,Foglie_Secche,0.08521346559228951,28.581156292402888,10.363266420700938,Stress_Idrico
Peperone,Macchie_Fogliari,0.8821238665983638,23.568173965366434,6.44557345904104,Ruggine
Fragola,Muffa_Bianca,0.8511763646171753,25.763468521381654,7.89923012295718,Botrite
Fragola,Muffa_Bianca,0.6384675246063807,24.79850783435085,9.27427767839949,Botrite
Menta,Ragnatele,0.21406590745473392,26.470873606679007,8.908209725079862,Ragnetto_Rosso
Fragola,Nessuna,0.4893724656275909,20.933024235930755,7.205351145587537,Sano
Zucchina,Nessuna,0.4846212185703529,24.40490399124386,6.47006021902952,Sano
Menta,Nessuna,0.40714403414722444,21.122786700950464,8.208098721502267,Sano
Pomodoro,Macchie_Fogliari,0.47021615693349056,32.47902990009635,9.494032499595406,Virosi
Fragola,Nessuna,0.5155139530897448,24.159851302355182,6.436462506677249,Sano
Fragola,Macchie_Fogliari,0.7809421700096638,20.537183826653045,5.080483949622167,Ruggine
Zucchina,Muffa_Bianca,0.6038711528733846,31.592004178120575,7.327193640131106,Oidio
Menta,Macchie_Fogliari,0.6848761800798943,31.483587957649274,7.4204851036903445,Ruggine
Zucchina,Foglie_Arricciate,0.44740309584213006,27.817411612878125,7.2702834688285005,Virosi
